;Gender;Current_Annual_Salary;Department_Name;Division;Assignment_Category;Employee_Position_Title;Year_First_Hired
7555;F; 102.664,00 ;Department of Finance;Division of Fiscal Management;Fulltime-Regular;Senior Management and Budget Specialist;1999
7556;M; 92.358,15 ;Department of Permitting Services;Fire Code Compliance;Fulltime-Regular;Program Manager II;2013
7557;M; 15.577,66 ;"b""Sheriff\\s Office""";Civil Process;Parttime-Regular;Office Clerk;2015
7558;F; 71.816,57 ;Department of Health and Human Services;Adult Protective and Case Management Services;Fulltime-Regular;Social Worker III;2014
7559;M; 56.478,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2014
7560;M; 30.820,88 ;Department of Liquor Control;White Oak;Parttime-Regular;Liquor Store Clerk I;2008
7561;F; 41.868,10 ;Department of Health and Human Services;Early Childhood Services;Fulltime-Regular;Principal Administrative Aide;2012
7562;F; 61.936,52 ;Department of Health and Human Services;Medical Assistance Eligibility Services;Fulltime-Regular;Income Assistance Program Specialist III;2011
7563;M; 65.000,00 ;Department of Transportation;Highway Administration;Fulltime-Regular;Executive Administrative Aide;2007
7564;M; 83.497,98 ;Department of Technology Services;ETSD Network Services;Fulltime-Regular;Information Technology Specialist I;1981
7565;M; 51.969,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2015
7566;M; 77.030,12 ;Department of Health and Human Services;STD and HIV Services;Fulltime-Regular;Public Health Advisor;2006
7567;F; 89.485,00 ;Fire and Rescue Services;Station 14;Fulltime-Regular;Firefighter/Rescuer III;1998
7568;F; 39.257,00 ;Department of Police;MSB Communications Division;Fulltime-Regular;Public Safety Communications Specialist III;2016
7569;F; 69.222,18 ;Fire and Rescue Services;Training;Fulltime-Regular;Office Services Coordinator;1993
7570;M; 72.733,70 ;Department of Recreation;Youth Development Youth Services;Fulltime-Regular;Recreation Specialist;2012
7571;M; 42.486,52 ;Department of Liquor Control;Beer Delivery Operations;Fulltime-Regular;Truck Driver Helper/Warehouse Worker;2004
7572;F; 82.851,51 ;"b""County Attorney\\s Office""";Support Services;Fulltime-Regular;Paralegal Specialist;1988
7573;M; 81.066,00 ;Department of Public Libraries;Kensington Park Library;Fulltime-Regular;Library Assistant Supervisor;1997
7574;M; 135.392,00 ;Department of General Services;Building Design and Construction;Fulltime-Regular;Manager III;1989
7575;F; 67.850,87 ;Department of Health and Human Services;Abused Persons Program;Fulltime-Regular;Therapist II;2010
7576;F; 55.139,67 ;Department of Public Libraries;Quince Orchard Library;Fulltime-Regular;Library Assistant I;1996
7577;F; 133.583,96 ;Department of Finance;Accounts Payable;Fulltime-Regular;Manager III;2007
7578;M; 67.384,00 ;Correction and Rehabilitation;PTS Supervision;Fulltime-Regular;Correctional Officer III (Corporal);2005
7579;M; 116.124,02 ;Fire and Rescue Services;Fire and Explosive Investigations;Fulltime-Regular;Fire/Rescue Captain;1990
7580;M; 97.560,00 ;Fire and Rescue Services;Station 8;Fulltime-Regular;Master Firefighter/Rescuer;2000
7581;M; 57.365,00 ;Fire and Rescue Services;Station 28;Fulltime-Regular;Firefighter/Rescuer III;2013
7582;M; 65.716,00 ;Fire and Rescue Services;Station 22;Fulltime-Regular;Firefighter/Rescuer III;2007
7583;M; 84.341,00 ;Fire and Rescue Services;Fifth Battalion - Administration;Fulltime-Regular;Fire/Rescue Lieutenant;2006
7584;F; 118.400,00 ;Department of Technology Services;EASD Web and Mobile Applications;Fulltime-Regular;Senior Information Technology Specialist;2006
7585;M; 114.972,00 ;Department of Permitting Services;Team 3 Commercial Building, Life Safety, Structural and Accessibility;Fulltime-Regular;Manager III;2013
7586;F; 68.550,12 ;"b""County Attorney\\s Office""";Support Services;Fulltime-Regular;Legal Secretary II;1984
7587;F; 43.761,61 ;Department of Public Libraries;Marilyn J Praisner Library;Parttime-Regular;Library Associate II;1977
7588;F; 97.432,82 ;Department of Health and Human Services;Nurse Monitoring;Fulltime-Regular;Nurse Manager;2008
7589;F; 143.609,88 ;"b""County Attorney\\s Office""";Health and Human Services;Fulltime-Regular;Assistant County Attorney III;1994
7590;F; 37.518,05 ;Department of Public Libraries;Rockville Library;Parttime-Regular;Library Associate II;1997
7591;F; 69.222,18 ;Department of Health and Human Services;Area Health Centers;Fulltime-Regular;Office Services Coordinator;1995
7592;M; 55.328,00 ;Fire and Rescue Services;Station 12;Fulltime-Regular;Firefighter/Rescuer III;2013
7593;F; 70.422,00 ;Department of Health and Human Services;Chief, Public Health;Fulltime-Regular;Executive Administrative Aide;1997
7594;M; 56.478,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2014
7595;M; 69.053,96 ;Department of Liquor Control;Flower Avenue;Fulltime-Regular;Liquor Store Assistant Manager;1996
7596;F; 100.849,36 ;Department of Health and Human Services;Permanent Supportive Housing;Fulltime-Regular;Social Worker III;1991
7597;M; 39.257,00 ;Department of Transportation;Transportation Management;Fulltime-Regular;Traffic Management Technician II;2016
7598;M; 70.884,00 ;Fire and Rescue Services;Station 18;Fulltime-Regular;Firefighter/Rescuer III;2008
7599;F; 43.422,51 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;2005
7600;F; 40.534,48 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;2006
7601;F; 72.677,03 ;Department of Environmental Protection;Environmental Planning and Policy Implementation;Fulltime-Regular;Program Manager I;2015
7602;F; 36.451,00 ;Department of Police;PSB 3rd District Patrol;Parttime-Regular;Police Officer III;2006
7603;M; 52.947,00 ;Fire and Rescue Services;Station 25;Fulltime-Regular;Firefighter/Rescuer III;2014
7604;F; 47.947,55 ;Department of Recreation;Finance/Payroll/Budget;Fulltime-Regular;Program Aide;2002
7605;M; 61.408,00 ;Fire and Rescue Services;Station 12;Fulltime-Regular;Firefighter/Rescuer III;2013
7606;M; 104.087,84 ;Department of Permitting Services;Land Development Right-of-Way Plan Review;Fulltime-Regular;Senior Permitting Services Specialist;2006
7607;F; 83.497,98 ;Department of Health and Human Services;Income Supports;Fulltime-Regular;Income Assistance Program Specialist II;1995
7608;F; 102.664,00 ;Department of Health and Human Services;Planning, Accountability and Customer Service;Fulltime-Regular;Program Manager II;2005
7609;F; 118.400,00 ;Department of General Services;Building Design and Construction;Fulltime-Regular;Senior Architect;2005
7610;M; 80.829,00 ;Department of Police;PSB 5th District Community Action Team;Fulltime-Regular;Police Officer III;2003
7611;M; 62.269,04 ;Department of General Services;Fleet Management Fleet Services;Fulltime-Regular;Mechanic Technician II;2013
7612;M; 123.902,96 ;Department of Police;Field Services Bureau;Fulltime-Regular;Police Lieutenant;1993
7613;M; 68.015,00 ;Fire and Rescue Services;Station 12;Fulltime-Regular;Firefighter/Rescuer III;2006
7614;M; 57.211,97 ;Department of General Services;Central Duplicating;Fulltime-Regular;Printing Technician III;2012
7615;M; 76.015,03 ;Department of General Services;Fleet Automotive Heavy Equipment;Fulltime-Regular;Mechanic Technician II;1985
7616;M; 39.257,31 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Bus Operator;2016
7617;M; 79.663,29 ;Department of General Services;Facilities Maintenance;Fulltime-Regular;Electrician II;1994
7618;M; 89.620,00 ;Department of Police;MSB Training and Education Division;Fulltime-Regular;Police Officer III;1998
7619;M; 63.067,93 ;Department of Transportation;Highway Services;Fulltime-Regular;Equipment Operator I;1988
7620;F; 121.952,00 ;Department of Transportation;Transportation Planning and Design Section;Fulltime-Regular;Capital Projects Manager;1989
7621;M; 63.067,93 ;Department of Transportation;Highway Services;Fulltime-Regular;Equipment Operator I;1988
7622;M; 42.053,42 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Bus Operator;2015
7623;M; 135.392,00 ;Department of Transportation;Transportation Planning and Design Section;Fulltime-Regular;Manager III;2001
7624;M; 52.827,26 ;Department of Police;ISB Criminal Investigations Division Financial Crimes Section;Fulltime-Regular;Principal Administrative Aide;2001
7625;F; 59.072,00 ;Correction and Rehabilitation;PRRS Reentry Services and Programs;Fulltime-Regular;Correctional Specialist III;2016
7626;M; 134.335,07 ;"b""Sheriff\\s Office""";Administration;Fulltime-Regular;Assistant Sheriff;1980
7627;M; 71.796,52 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Transit Operations Supervisor;2003
7628;F; 42.053,42 ;Department of Transportation;Transit Nicholson Ride On;Fulltime-Regular;Bus Operator;2015
7629;F; 63.442,99 ;Community Use of Public Facilities;Scheduling Team;Fulltime-Regular;Program Specialist I;2002
7630;F; 53.380,28 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;1999
7631;F; 51.576,21 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;1999
7632;M; 55.251,00 ;Correction and Rehabilitation;DS MCDC Central Processing Unit;Fulltime-Regular;Correctional Officer III (Corporal);2008
7633;F; 30.158,77 ;Department of Health and Human Services;Victim Assistance and Sexual Assault Program;Parttime-Regular;Client Assistance Specialist;2007
7634;F; 97.912,00 ;Department of Health and Human Services;Adult Foster Care - Project Home;Fulltime-Regular;Social Worker III;2000
7635;F; 66.745,26 ;Department of Health and Human Services;Disease Control;Fulltime-Regular;Office Services Coordinator;1988
7636;M; 73.801,00 ;Department of General Services;Fleet Automotive Heavy Equipment;Fulltime-Regular;Mechanic Technician II;2001
7637;F; 30.100,72 ;Department of Public Libraries;Marilyn J Praisner Library;Parttime-Regular;Library Assistant I;1988
7638;F; 104.717,28 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker IV;1995
7639;M; 84.974,00 ;Department of Environmental Protection;Solid Waste Services Collection Operations;Fulltime-Regular;Program Specialist II;2004
7640;M; 77.231,00 ;Fire and Rescue Services;Station 4;Fulltime-Regular;Master Firefighter/Rescuer;2008
7641;M; 149.658,37 ;Department of Environmental Protection;Watershed Management Operations;Fulltime-Regular;Manager II;2006
7642;F; 37.588,29 ;Department of Health and Human Services;Child Welfare Services;Parttime-Regular;Social Worker III;1993
7643;M; 66.065,23 ;Department of Liquor Control;Beer Delivery Operations;Fulltime-Regular;Truck Driver/Warehouse Worker;1989
7644;M; 156.525,00 ;Department of Police;MSB Management and Budget Division;Fulltime-Regular;Manager II;1979
7645;F; 24.134,31 ;Department of Police;FSB Traffic Division School Safety Section;Parttime-Regular;Crossing Guard;2000
7646;M; 122.300,00 ;Offices of the County Executive;"b""County Executive\\s Office""";Parttime-Regular;Special Assistant to County Executive;1973
7647;M; 49.018,76 ;Department of Health and Human Services;Maternity Dental;Fulltime-Regular;Principal Administrative Aide;2000
7648;F; 69.222,18 ;Department of Recreation;Countywide Programs;Fulltime-Regular;Office Services Coordinator;1986
7649;M; 76.015,03 ;Department of General Services;Fleet Management Fleet Services;Fulltime-Regular;Mechanic Technician II;1995
7650;M; 70.435,00 ;Department of Police;PSB 6th District Patrol;Fulltime-Regular;Police Officer III;2007
7651;F; 89.620,00 ;Department of Police;PSB 2nd District Educational Facilities Officers;Fulltime-Regular;Police Officer III;1999
7652;F; 123.017,31 ;Office of Human Resources;Administrative Services Team;Fulltime-Regular;Manager III;2001
7653;M; 73.801,00 ;Department of Liquor Control;Beer Delivery Operations;Fulltime-Regular;Work Force Leader II;2001
7654;M; 107.128,71 ;Department of Police;PSB 1st District Patrol;Fulltime-Regular;Police Sergeant;1986
7655;F; 79.227,09 ;Department of Recreation;Countywide Programs Classes;Fulltime-Regular;Recreation Specialist;2003
7656;M; 82.821,00 ;Fire and Rescue Services;Station 29;Fulltime-Regular;Firefighter/Rescuer III;2001
7657;M; 63.658,71 ;Department of Permitting Services;Team 2 Residential Inspection;Fulltime-Regular;Permitting and Code Enforcement Inspector III;2015
7658;F; 56.387,00 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker II;2016
7659;F; 89.184,82 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker IV;2013
7660;F; 63.744,82 ;Department of Health and Human Services;Service Coordination and Individual Support Services;Fulltime-Regular;Program Specialist II;2011
7661;M; 51.576,00 ;Correction and Rehabilitation;DS MCDC Custody and Security;Fulltime-Regular;Correctional Officer III (Corporal);2013
7662;F; 92.756,70 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Police Officer III;1989
7663;F; 67.206,00 ;Department of Technology Services;COO Office - Management Services;Fulltime-Regular;Fiscal Assistant;2005
7664;F; 97.912,00 ;Department of Health and Human Services;Permanent Supportive Housing;Fulltime-Regular;Social Worker III;2005
7665;F; 68.028,09 ;Department of Recreation;Neighborhood Senior Centers - Southern;Fulltime-Regular;Recreation Specialist;2014
7666;M; 61.035,50 ;Department of General Services;Fleet Management Fleet Services;Fulltime-Regular;Mechanic Technician II;2008
7667;M; 59.027,00 ;Fire and Rescue Services;Station 31;Fulltime-Regular;Firefighter/Rescuer III;2014
7668;F; 48.145,00 ;Correction and Rehabilitation;DS MCCF Unit 2 Security;Fulltime-Regular;Correctional Officer III (Corporal);2015
7669;M; 50.910,00 ;Fire and Rescue Services;Station 8;Fulltime-Regular;Firefighter/Rescuer III;2014
7670;F; 99.958,87 ;Office of Management and Budget;Capital Budget Management;Fulltime-Regular;Senior Management and Budget Specialist;2013
7671;M; 63.404,00 ;Correction and Rehabilitation;DS MCCF Unit 1 Security;Fulltime-Regular;Correctional Officer III (Corporal);2004
7672;F; 74.445,74 ;Department of Public Libraries;Quince Orchard Library;Fulltime-Regular;Librarian II;2002
7673;M; 60.201,44 ;Department of Liquor Control;Beer Warehouse Operations;Fulltime-Regular;Warehouse Equipment Operator;1988
7674;F; 51.394,00 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker II;2016
7675;F; 80.903,70 ;Department of Health and Human Services;Access to Behavioral Health Services;Fulltime-Regular;Therapist II;2004
7676;M; 107.615,05 ;County Council;Council Members and Staff;Fulltime-Regular;Confidential Aide;2012
7677;M; 126.781,06 ;Fire and Rescue Services;Training;Fulltime-Regular;Fire/Rescue Captain;1984
7678;F; 69.222,18 ;Correction and Rehabilitation;MSD Fiscal Services;Fulltime-Regular;Office Services Coordinator;1990
7679;M; 46.626,87 ;Department of Transportation;Transit Gaithersburg Ride On;Fulltime-Regular;Bus Operator;2007
7680;F; 56.980,89 ;Correction and Rehabilitation;MSD Human Resources;Fulltime-Regular;Administrative Specialist II;2012
